"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 21 08:02:29 GMT 2021","Tue Dec 21 08:02:33 GMT 2021","4183","Surefire suite","Surefire test","com.hin.CucumberRunnerTest","com.hin.CucumberRunnerTest","runScenario","Runs Cucumber Scenarios",""
